reward/reward_mean;reward/reward_max;reward/reward_min;reward/reward_std;loss/bellman_error;misc/q;misc/q_est;misc/epsilon;misc/timestep
500.0;500.0;500.0;0.0;0.20876254498923663;76.57248332214355;76.77443586730956;0.08030000000024945;66500
500.0;500.0;500.0;0.0;0.1544130869853543;77.04294993591309;77.19157235717773;0.07940000000025133;67000
500.0;500.0;500.0;0.0;0.1921189891268732;77.44210345458984;77.62850553894043;0.0785000000002532;67500
500.0;500.0;500.0;0.0;0.1652765154145891;77.82923251342774;77.98926318359375;0.07760000000025508;68000
500.0;500.0;500.0;0.0;0.16779124879231677;78.18152207946777;78.34443785095215;0.07670000000025695;68500
500.0;500.0;500.0;0.0;0.15011228405113797;78.48100080871582;78.62660232543945;0.07580000000025883;69000
500.0;500.0;500.0;0.0;0.16688653921964577;78.79893034362793;78.9613432006836;0.0749000000002607;69500
500.0;500.0;500.0;0.0;0.11120410518778953;79.11084436035156;79.2181153717041;0.07400000000026258;70000
500.0;500.0;500.0;0.0;0.15631354737235234;79.42102426147461;79.57297856140137;0.07310000000026445;70500
500.0;500.0;500.0;0.0;0.16039550735952798;79.65991677856445;79.81624305725097;0.07220000000026633;71000
500.0;500.0;500.0;0.0;0.1664037986784242;79.95909368896484;80.12153564453125;0.0713000000002682;71500
500.0;500.0;500.0;0.0;0.1884653832023032;80.19458506774902;80.37901469421386;0.07040000000027008;72000
500.0;500.0;500.0;0.0;0.16387074116023723;80.4797234954834;80.63987167358398;0.06950000000027196;72500
500.0;500.0;500.0;0.0;0.13421226559905336;80.8164556274414;80.94715425109864;0.06860000000027383;73000
500.0;500.0;500.0;0.0;0.1740760131707648;81.0371100616455;81.20756085205078;0.0677000000002757;73500
500.0;500.0;500.0;0.0;0.16130451333307427;81.29181675720214;81.44963932800293;0.06680000000027758;74000
500.0;500.0;500.0;0.0;0.18401684300095075;81.55328659057618;81.73372508239746;0.06590000000027946;74500
500.0;500.0;500.0;0.0;0.12571523030853132;81.87291333007812;81.99577293395996;0.06500000000028133;75000
500.0;500.0;500.0;0.0;0.15144336826598737;82.07665937805176;82.22498016357422;0.06410000000028321;75500
500.0;500.0;500.0;0.0;0.14150934701273218;82.37272358703613;82.5113896484375;0.06320000000028508;76000
500.0;500.0;500.0;0.0;0.13133782790665283;82.56711517333984;82.69569953918457;0.06230000000028618;76500
500.0;500.0;500.0;0.0;0.13646883285528746;82.84467530822754;82.97817852783203;0.06140000000028459;77000
500.0;500.0;500.0;0.0;0.16267213589017046;83.0613602142334;83.22112669372558;0.060500000000282994;77500
500.0;500.0;500.0;0.0;0.1940373619515449;83.21525579833984;83.40611277770996;0.0596000000002814;78000
500.0;500.0;500.0;0.0;0.19501368944678688;83.4743931274414;83.666140625;0.058700000000279806;78500
432.5;500.0;365.0;67.5;0.15019303165364545;83.76910166931152;83.91661589050292;0.05780000000027821;79000
283.0;283.0;283.0;0.0;0.14986577193345874;83.97754795837402;84.12448268127442;0.05690000000027662;79500
332.0;345.0;319.0;13.0;0.17051085677824449;84.19630039978027;84.3636597290039;0.056000000000275024;80000
289.5;292.0;287.0;2.5;0.1453221227650065;84.44824273681641;84.59063442993164;0.05510000000027343;80500
350.0;350.0;350.0;0.0;0.1971608518678695;84.63668400573731;84.83058975219727;0.054200000000271836;81000
258.0;278.0;238.0;20.0;0.14582725372433197;84.92155461120605;85.06432568359375;0.05330000000027024;81500
316.0;316.0;316.0;0.0;0.14668756422091975;85.16758569335937;85.31157824707032;0.05240000000026865;82000
335.0;391.0;279.0;56.0;0.2628271967509063;85.24856773376465;85.507666015625;0.051500000000267054;82500
268.5;271.0;266.0;2.5;0.2137398569607176;85.472453414917;85.68331384277344;0.05060000000026546;83000
233.0;234.0;232.0;1.0;0.17859236296423478;85.74389653015136;85.91975636291504;0.049700000000263866;83500
196.0;231.0;178.0;24.752104287649296;0.25177789764950287;85.83371504211426;86.08243496704101;0.04880000000026227;84000
181.0;192.0;170.0;11.0;0.14816132438578644;86.16502128601074;86.31085292053223;0.04790000000026068;84500
228.0;237.0;215.0;9.41629792788369;0.14764875499124172;86.36868724060058;86.51400399780273;0.047000000000259085;85000
192.0;193.0;191.0;1.0;0.17012475141638425;86.56906651306153;86.73652503967286;0.04610000000025749;85500
184.33333333333334;215.0;148.0;27.644569488820444;0.1871835877248959;86.74303756713867;86.92767376708984;0.0452000000002559;86000
206.0;247.0;165.0;41.0;0.14897482420073357;86.94440397644043;87.09099603271484;0.0443000000002543;86500
171.66666666666666;233.0;120.0;46.63570401408012;0.20699165938724765;87.0544461669922;87.25894746398926;0.04340000000025271;87000
153.0;163.0;133.0;12.24744871391589;0.16523202115597088;87.29228105163574;87.45545527648926;0.042500000000251115;87500
167.0;201.0;133.0;34.0;0.17691010689237738;87.44575091552734;87.62037937927246;0.04160000000024952;88000
202.66666666666666;230.0;181.0;20.401524997465806;0.2161440398641571;87.58676091003419;87.80028446960449;0.04070000000024793;88500
258.0;264.0;252.0;6.0;0.28435465700674106;87.67126943969727;87.95277630615234;0.03980000000024633;89000
268.5;269.0;268.0;0.5;0.1626794465611456;87.94407958984375;88.10470114135742;0.03890000000024474;89500
362.0;362.0;362.0;0.0;0.1938581491249497;88.07257955932617;88.26420544433594;0.038000000000243145;90000
347.0;347.0;347.0;0.0;0.20468211943175993;88.20356767272949;88.40606066894532;0.03710000000024155;90500
390.0;390.0;390.0;0.0;0.253723102721211;88.31305877685547;88.56431721496583;0.03620000000023996;91000
499.0;499.0;499.0;0.0;0.1670100206672796;88.52492658996582;88.68991156005859;0.03530000000023836;91500
485.0;485.0;485.0;0.0;0.20025536105802166;88.6134355316162;88.81148500061035;0.03440000000023677;92000
500.0;500.0;500.0;0.0;0.22160641174102785;88.70949926757812;88.92884024047852;0.033500000000235175;92500
500.0;500.0;500.0;0.0;0.1797399041739991;88.92853952026367;89.10633435058594;0.03260000000023358;93000
500.0;500.0;500.0;0.0;0.14115953317697857;89.07310899353027;89.21257002258301;0.03170000000023199;93500
500.0;500.0;500.0;0.0;0.24450600678741466;89.14022540283203;89.38241142272949;0.03080000000023126;94000
500.0;500.0;500.0;0.0;0.26537945374471017;89.199912109375;89.46265797424316;0.0299000000002314;94500
500.0;500.0;500.0;0.0;0.2446563262004056;89.39309533691406;89.63541787719727;0.029000000000231542;95000
500.0;500.0;500.0;0.0;0.2513471956391004;89.50660153198243;89.75559121704102;0.028100000000231683;95500
500.0;500.0;500.0;0.0;0.2126286762301752;89.68191548156739;89.89251933288574;0.027200000000231823;96000
500.0;500.0;500.0;0.0;0.26193766001958285;89.75212655639649;90.01173135375977;0.026300000000231964;96500
500.0;500.0;500.0;0.0;0.22984196262473416;89.91479153442383;90.14236872863769;0.025400000000232105;97000
500.0;500.0;500.0;0.0;0.2180867946711369;90.04275950622558;90.2587654876709;0.024500000000232246;97500
500.0;500.0;500.0;0.0;0.19145242588034306;90.18920365905761;90.37882437133788;0.023600000000232386;98000
500.0;500.0;500.0;0.0;0.2788397208976385;90.23230436706542;90.50874847412109;0.022700000000232527;98500
500.0;500.0;500.0;0.0;0.22581518013856838;90.38497653198242;90.6086618347168;0.021800000000232668;99000
500.0;500.0;500.0;0.0;0.20445758596090308;90.5379334716797;90.74034884643555;0.02090000000023281;99500
500.0;500.0;500.0;0.0;0.1976093077708647;90.67050318908692;90.86626953125;0.02000000000023295;100000
